,difot,predicted_difot
0,0,0.5121327730078857
1,1,0.6237457921316113
2,1,0.8280365463551207
3,0,0.752149323076349
4,0,0.8429358949936717
5,1,0.6899556132003382
6,1,0.8619962419863583
7,1,0.8355322291453425
8,0,0.47380178038736553
9,0,0.5361481032456523
10,1,0.9864805975097525
11,0,0.05512165780994065
12,1,0.8822016907815722
13,1,0.7810663346960145
14,1,0.9322861954428636
15,0,0.809969860728487
16,1,0.5378158133235559
17,1,0.8945072769998341
18,0,0.8742500956852305
19,0,0.9335248450426366
20,0,0.7870401810306593
21,1,0.8888734181710033
22,0,0.7247615766088848
23,0,0.7198798407891167
24,1,0.5433831029594457
25,1,0.7010125520999418
26,1,0.5083272221201699
27,1,0.9774845294994834
28,0,0.5810908008214716
29,0,0.15382651007117032
30,1,0.8674636739755256
31,1,0.7957549055809612
32,0,0.12608522797614513
33,1,0.19976687184682218
34,1,0.7140498934900982
35,0,0.6437453523471361
36,0,0.5442946654189483
37,1,0.6393932222693324
38,1,0.8727182619106726
39,0,0.7317417433072113
40,1,0.7713542532976967
41,0,0.8368641942615302
42,1,0.7033914680912917
43,0,0.7889931972070408
44,1,0.9169953881561775
45,1,0.5927069618343225
46,1,0.2587289896851677
47,0,0.9609312707218235
48,1,0.7635008168008507
49,1,0.41577417284157164
50,1,0.41074386017844916
51,1,0.8011657132441627
52,1,0.49709777384890086
53,1,0.7010030189401056
54,1,0.8563504911324079
55,0,0.9759830291960094
56,1,0.4374138604080688
57,1,0.9017763567900625
58,1,0.24337195940815792
59,1,0.20870685599204303
60,1,0.8057730084560473
61,1,0.7742021242171566
62,1,0.743977991647652
63,0,0.6085060336068816
64,0,0.8168960234721739
65,1,0.8643215664324838
66,0,0.7562355656185984
67,0,0.8878866445549908
68,0,0.6766005720871804
69,0,0.9605251268651094
70,1,0.4506381482915873
71,1,0.5346801716483071
72,0,0.8441102702528341
73,0,0.6139129631971951
74,1,0.5964668751937134
75,1,0.7286997023398679
76,0,0.2219370348483185
77,1,0.8336973629937772
78,0,0.9953043737007563
79,1,0.9156677866851295
80,1,0.6346368576694672
81,1,0.8964028618156142
82,1,0.3727547047273102
83,1,0.710612652894523
84,1,0.8575184794382756
85,1,0.8424767998400055
86,1,0.712909529356845
87,1,0.7719997360658037
88,1,0.20906308338930643
89,1,0.3350264853983901
90,0,0.7320153246830304
91,1,0.9077283648260035
92,1,0.5796441042483389
93,1,0.8330113799638247
94,0,0.8785073538640813
95,1,0.7645896396607786
96,1,0.9621016680429004
97,1,0.5463375808230205
98,1,0.21939430282917097
99,1,0.7764932373211949
100,1,0.8554844972139801
101,0,0.26575664981677716
102,1,0.5945763025099372
103,1,0.3642821409489153
104,1,0.7881997051970815
105,1,0.5313586694279356
106,1,0.8731399804361106
107,0,0.7754957138876682
108,1,0.7000436753448681
109,1,0.6321531868241709
110,1,0.7520620686242184
111,1,0.7737507462783181
112,0,0.9652503857626749
113,0,0.5264582043167637
114,1,0.8254140089678382
115,1,0.8418693798490547
116,1,0.6665188563800599
117,1,0.9182951219657677
118,1,0.8280907413865499
119,1,0.6284851273435262
120,1,0.9750366750356882
121,1,0.5664892995986238
122,1,0.8180421525718565
123,1,0.8618052757541221
124,1,0.7022367215584819
125,1,0.8631817154043332
126,0,0.9803818857529637
127,0,0.753915105901705
128,1,0.47191405135957953
129,0,0.7801310675865397
130,1,0.7571961119105115
131,1,0.7867869793927948
132,0,0.6140944853097904
133,0,0.6718676489284934
134,0,0.8105192504269698
135,1,0.6389534136099098
136,0,0.8279008751462117
137,0,0.8154847941552757
138,1,0.8852511157007781
139,0,0.8409148351835046
140,1,0.6718988201285133
141,1,0.14742155638390234
142,1,0.8930967957226063
143,0,0.7223073532724316
144,0,0.7159582946111572
145,0,0.9917321617386207
146,1,0.8307440317841905
147,1,0.07758779199300335
148,1,0.8372711909132613
149,0,0.890612545264145
150,1,0.05953364195051291
151,1,0.5336820670377
