,cycle_time_from_er_confirm,predicted_cycle_time
478,62,70.850815
479,41,43.583347
480,45,26.5532
481,58,33.95743
482,136,114.707214
483,47,45.353477
484,18,36.405136
485,29,35.545017
486,27,23.37558
487,50,52.631153
488,22,40.04908
489,32,30.170727
490,75,61.231506
491,31,31.631767
492,49,28.315578
493,18,19.64243
494,49,48.610577
495,20,20.73313
496,42,37.46127
497,32,34.388203
498,42,58.687355
499,70,47.790318
500,47,29.176678
501,34,32.416958
502,39,48.461666
503,26,35.913857
504,34,38.789234
505,53,57.316444
506,12,22.795563
507,42,37.449318
508,43,33.633286
509,35,45.201256
510,33,27.4305
511,36,42.50489
512,22,23.613209
513,36,53.195225
514,86,83.60298
515,51,72.048134
516,51,66.24245
517,43,38.74274
518,42,47.19552
519,50,49.777782
520,52,33.466984
521,45,61.461853
522,30,39.46889
523,53,41.886894
524,76,82.74959
525,33,42.54643
526,19,26.654778
527,35,41.525963
528,25,24.622347
529,56,32.603584
530,31,29.25422
531,45,46.01787
532,14,27.449314
533,26,29.821756
534,27,35.21312
535,33,33.661015
536,34,39.60741
537,46,37.2373
538,22,19.289251
539,46,39.008095
540,28,33.814304
541,49,49.43094
542,13,27.895426
543,46,54.66445
544,70,55.28224
545,29,39.338715
546,34,42.985558
547,23,25.453775
548,54,46.87374
549,36,28.654242
550,37,32.588554
551,34,30.802818
552,46,36.77789
553,46,35.11257
554,59,44.39077
555,35,41.39801
556,31,28.114162
557,42,34.273624
558,43,45.99412
559,53,32.08911
560,44,31.521532
561,39,47.31147
562,18,13.674427
563,41,34.30668
564,28,33.61064
565,85,66.910255
566,27,24.27241
567,40,41.93746
568,43,39.073353
569,29,55.03943
570,48,21.611338
571,28,41.739323
572,32,50.79018
573,41,27.126194
574,25,22.044966
575,35,45.93517
576,13,20.765574
577,32,34.353737
578,36,30.434198
579,45,51.03559
580,58,39.488976
581,41,36.865177
582,34,34.566776
583,21,38.92348
584,51,68.02588
585,55,52.15597
586,27,33.178673
587,27,22.24555
588,49,39.261658
589,35,42.153473
590,51,65.6007
591,50,48.603374
592,27,32.80688
593,43,42.442707
594,34,35.941345
595,45,44.748516
596,31,29.503355
597,51,48.715424
598,34,49.139236
599,29,38.074093
600,31,23.582672
601,58,33.7898
602,18,32.659115
603,27,28.394524
604,41,58.505013
605,27,28.644274
606,29,28.886938
607,57,44.38083
608,42,40.5164
609,35,32.061497
610,25,28.839294
611,51,55.65418
612,52,45.75712
613,62,32.975006
614,50,51.144
615,67,66.52595
616,37,28.084461
617,45,48.589005
618,22,27.377275
619,35,28.574108
620,64,60.219368
621,37,31.952093
622,33,34.256786
623,35,29.382946
624,35,28.013693
625,43,45.922512
626,38,35.357643
627,23,37.79878
628,66,72.69437
629,35,36.15388
630,50,35.727547
631,27,42.861774
632,57,43.29937
633,44,42.02358
634,37,48.6357
635,23,20.149738
636,30,51.98831
637,83,60.10617
638,45,28.415464
639,27,38.977596
640,35,30.66879
641,33,31.836906
642,29,25.755243
643,32,54.67652
644,33,33.040474
645,31,27.634718
646,101,114.707214
647,101,114.707214
648,41,47.42927
649,39,38.418594
650,41,34.29877
651,31,29.849243
652,71,33.50431
653,40,37.418774
654,32,37.576736
655,16,30.905642
656,34,43.898655
657,31,48.86167
658,28,34.100727
659,70,42.969944
660,53,53.253754
661,32,38.407574
662,52,43.023273
663,43,30.996967
664,30,38.80999
665,37,33.15286
666,55,55.56782
667,53,55.786934
668,58,47.211014
669,33,24.53079
670,32,26.394737
671,22,31.310862
672,54,41.06185
673,55,43.716415
674,24,24.859999
675,29,22.597242
676,65,32.463703
677,23,31.535479
678,28,27.910807
679,30,35.53395
680,28,32.583126
681,18,25.80035
682,62,32.21093
683,39,31.670418
684,105,114.707214
685,33,45.23353
686,52,44.80071
687,39,55.7386
688,15,26.139294
689,23,29.136969
690,38,28.327318
691,21,26.463009
692,32,26.850306
693,25,27.66161
694,32,31.574574
695,55,26.621824
696,40,30.00223
697,17,34.97435
698,50,43.96981
699,53,55.9421
700,35,28.112955
701,64,68.33188
702,33,31.124632
703,42,36.51173
704,50,43.84587
705,22,37.229374
706,51,43.147533
707,50,64.04563
708,73,68.62374
709,27,34.87132
710,22,32.5819
711,63,24.84102
712,52,40.99934
713,29,23.30707
714,35,38.316708
715,26,48.74755
716,23,35.155624
717,49,39.9809
718,63,15.600229
719,67,34.43651
720,28,35.491028
721,29,25.057512
722,42,41.337204
723,57,28.354057
724,41,42.363815
725,22,40.712746
726,42,43.137634
727,29,21.464111
728,25,31.56978
729,37,38.98731
730,32,43.24935
731,55,51.7289
732,41,35.968338
733,27,41.849995
734,26,30.805334
735,20,25.48133
736,34,23.010752
737,46,35.34457
738,28,32.08413
739,28,28.913704
740,23,22.468052
741,23,32.628864
742,23,26.485538
743,58,34.77889
744,13,31.406437
745,39,30.814253
746,35,40.71337
747,30,38.03994
748,23,27.7406
749,38,47.666683
750,77,58.36739
751,29,38.785797
752,28,27.995207
753,33,37.030804
754,31,37.929585
755,17,24.31932
756,7,33.097298
757,60,59.61648
758,41,46.581394
759,37,46.21788
760,62,55.027046
761,29,32.17068
762,67,64.96959
763,91,114.707214
764,25,34.369553
765,68,76.92803
766,42,45.88443
767,32,40.537212
768,48,39.81314
769,33,26.200104
770,47,32.425774
771,25,39.461258
772,41,45.138325
773,35,28.609236
774,21,27.369335
775,19,15.716178
776,49,36.619263
777,70,49.350307
778,21,27.90635
779,22,22.411386
780,41,39.60372
781,21,24.312605
782,35,26.748098
783,29,37.509407
784,46,33.365677
785,30,40.018353
786,47,35.70704
787,13,27.047178
788,46,35.692215
789,26,24.334404
790,13,18.790302
791,103,114.707214
792,34,33.273716
793,34,30.226639
794,37,46.50808
795,19,13.152099
796,42,37.951813
797,29,51.04755
798,29,49.61185
799,20,35.189796
800,33,39.14
801,53,52.327705
802,38,35.811756
803,34,37.291927
804,39,34.82269
805,20,20.96768
806,33,41.21072
807,56,34.585808
808,50,39.40132
809,28,28.832203
810,57,39.76795
811,31,36.18237
812,23,32.584805
813,35,36.51335
814,16,24.944227
815,35,37.542404
816,27,39.138706
817,44,36.999664
818,55,31.831722
819,74,47.949368
820,39,43.659676
821,42,30.298931
822,32,28.665365
823,33,38.754036
824,38,35.919018
825,69,61.745033
826,69,59.15322
827,31,42.858532
828,42,42.780956
829,38,43.339535
830,50,43.109715
831,32,31.369755
832,33,39.635113
833,30,35.67074
834,27,39.078716
835,22,26.646942
836,70,58.45121
837,17,30.297562
838,46,43.570942
839,42,31.7142
840,33,34.881187
841,38,33.11925
842,29,33.273037
843,61,14.805945
844,58,40.01037
845,36,29.003002
846,55,54.62217
847,23,34.980827
848,52,29.965979
849,45,52.94844
850,60,45.351425
851,22,27.14062
852,39,26.463654
853,33,40.958363
854,28,33.432686
855,47,35.468018
856,49,49.1518
857,103,114.707214
858,35,27.906668
859,56,58.104298
860,30,49.33639
861,35,39.34112
862,32,37.405342
863,38,40.68277
864,35,26.958588
865,50,38.024
866,24,42.777103
867,30,38.368885
868,37,47.01092
869,22,30.227892
870,31,29.289448
871,51,49.72178
872,21,27.409294
873,41,35.8791
874,33,31.565067
875,29,33.104233
876,68,41.091187
877,22,29.22312
878,34,35.932476
879,23,30.102009
880,56,40.716946
881,77,41.79558
882,45,43.517666
883,59,70.33481
884,48,31.37493
885,52,58.286797
886,30,32.943768
887,19,33.82625
888,29,43.158688
889,47,38.47916
890,24,27.726156
891,23,28.73645
892,60,56.18416
893,62,32.83295
894,46,48.864223
895,30,24.75547
896,41,34.216694
897,40,41.044884
898,27,26.742908
899,35,45.935917
900,23,26.361639
901,36,34.61786
902,20,28.498655
903,22,28.867512
904,34,31.140903
905,33,27.256718
906,24,25.0865
907,21,25.459503
908,33,37.18455
909,29,29.188694
910,41,35.98904
911,30,42.478245
912,42,42.58331
913,28,30.510406
914,53,72.62382
915,28,28.217554
916,38,39.30363
917,58,32.760403
918,14,26.662683
919,30,33.940845
920,14,33.220436
921,38,36.56427
922,33,33.424282
923,33,35.11724
924,49,53.869324
925,59,41.562885
926,63,39.04708
927,24,30.967096
928,51,40.775436
929,40,40.035915
930,34,37.311893
931,21,31.769743
932,52,46.170563
933,36,50.92479
934,97,114.707214
935,56,47.05962
936,25,42.89297
937,45,48.198997
938,33,33.249058
939,35,31.906925
940,35,33.00636
941,45,31.867695
942,28,32.668083
943,48,41.11217
944,23,26.569147
945,17,26.944534
946,46,58.705345
947,18,34.892666
948,10,12.819816
949,35,28.653687
950,60,57.432644
951,33,38.90508
952,110,114.707214
953,27,31.727173
954,21,24.154411
955,34,33.069874
956,40,39.10648
957,25,36.203674
958,34,32.321255
959,55,49.75904
960,37,46.060352
961,16,31.019753
962,67,31.374428
963,26,41.151894
964,34,41.199116
965,31,35.58143
966,45,52.387665
967,42,39.773155
968,57,64.05249
969,60,41.77676
970,54,38.141525
971,27,40.070232
972,14,23.691725
973,32,47.398148
974,58,62.52565
975,21,14.219445
976,50,36.858257
977,50,39.237766
978,87,59.297115
979,87,58.45443
980,42,38.58527
981,43,28.424067
982,26,26.241894
983,38,28.947887
984,34,40.31755
985,27,35.413002
986,24,45.43332
987,43,63.835926
988,38,28.849195
989,62,54.407524
990,41,51.647118
991,50,73.93147
992,41,36.865967
